close
135.5625
134.5937
135.5
136.5312
137.875
138.0
136.7031
137.7187
138.5
139.75
140.0781
141.25
141.625
142.625
142.5
142.4687
141.2187
141.9687
141.4375
140.9375
139.2812
140.4062
141.25
143.8437
142.7812
141.625
140.7187
141.4062
141.875
142.125
140.75
141.5
142.125
142.6875
141.6562
143.8125
144.1875
146.4843
146.2812
146.1875
146.8125
146.6406
146.875
145.4375
139.75
140.0
137.75
145.75
146.25
144.5
143.0625
145.0
146.9687
145.8125
147.0
144.75
144.4375
140.3437
141.9375
140.8125
140.25
135.875
139.5625
140.9375
141.0625
143.1875
142.5937
142.375
144.3125
141.2812
141.5625
138.6875
139.5
141.0781
139.0
138.2812
135.3125
134.9687
136.5625
133.8125
133.3281
136.125
137.4375
138.4375
138.5312
141.125
139.75
137.0468
136.875
140.875
140.125
138.5937
136.625
139.8125
146.3437
146.9375
146.1875
149.1875
150.0937
152.6562
153.5625
151.9375
151.0625
151.2187
148.6875
150.375
151.25
150.125
149.1875
150.4843
151.4375
150.8437
150.4062
146.2812
144.25
136.0
140.75
144.4687
143.125
143.8125
142.25
148.1562
146.4843
146.0
145.0937
147.0625
144.125
140.75
141.8125
143.5312
142.4531
141.3125
138.125
141.2812
142.8125
145.2812
146.6875
145.1562
143.375
141.125
140.0625
138.0
140.25
137.8437
138.0
142.5
142.8125
145.3125
147.8437
147.125
146.4687
147.4843
146.9062
146.5937
144.875
147.5937
147.8437
148.1562
146.5937
148.4687
147.9375
147.875
145.625
144.375
146.2343
145.1562
145.5625
144.1875
145.2812
147.2812
144.625
145.75
148.0937
147.8437
148.1562
149.125
149.7812
151.25
151.0
149.7656
148.5625
150.625
147.6875
146.8437
147.3125
145.875
145.375
142.0937
143.0
143.875
144.5937
145.5937
146.375
148.125
148.6875
147.4375
146.7187
147.4062
149.2812
149.1562
148.625
150.1875
149.6875
150.5
150.25
150.8437
151.3125
151.25
151.7656
151.7968
150.3437
152.3437
152.5
151.2812
149.5625
150.8437
149.8125
149.5937
148.5
148.8906
149.6406
146.0
144.6562
145.9687
144.8906
142.6875
145.2812
144.25
142.4062
143.1562
145.0
143.625
143.8437
142.5
143.6875
144.1875
141.0625
140.0
137.6875
136.5312
133.125
137.5625
138.1875
134.75
134.25
139.3125
139.9062
140.5312
139.5937
136.3125
136.6875
139.2812
140.5312
142.9531
142.4687
142.7031
142.7812
143.7812
143.75
140.5625
140.0312
136.625
135.5625
139.125
139.5625
137.375
136.6406
134.6875
135.375
132.1406
134.8437
136.0312
133.6875
133.4375
132.2812
132.2187
133.3437
137.7187
135.5156
133.6562
133.9687
138.625
138.0312
136.1406
134.4062
130.9687
132.7187
130.0156
126.25
127.125
130.9375
132.3437
133.3125
133.7187
131.1875
128.8125
135.0
133.5468
129.1875
130.1875
129.8437
132.125
132.25
132.0
132.8437
133.4531
134.7812
134.0156
134.9062
135.9687
136.375
136.0312
135.875
136.6
137.8
137.02
137.93
134.8
135.79
135.39
134.69
133.12
131.84
133.35
132.26
132.06
133.34
130.4
128.39
125.62
125.81
124.96
127.62
126.44
123.95
124.6
123.61
124.74
126.08
126.98
127.12
123.36
118.08
120.02
117.65
117.68
115.01
117.35
114.2
112.26
111.12
114.48
115.94
118.31
115.04
115.48
116.69
114.2
110.39
110.85
115.05
113.3
114.56
116.65
116.73
118.85
117.6
119.26
124.0
125.65
124.5
